Date,Value
2011-07-01,68.4211
2011-08-01,57.8947
2011-09-01,47.3684
2011-10-01,31.5789
2011-11-01,10.5263
2011-12-01,45.8333
2012-01-01,56.0
2012-02-01,61.5385
2012-03-01,65.3846
2012-04-01,42.8571
2012-05-01,53.5714
2012-06-01,41.9355
2012-07-01,36.3636
2012-08-01,36.3636
2012-09-01,36.3636
2012-10-01,44.1176
2012-11-01,44.1176
2012-12-01,55.8824
2013-01-01,58.8235
2013-02-01,61.7647
2013-03-01,61.7647
2013-04-01,54.2857
2013-05-01,62.8571
2013-06-01,62.8571
2013-07-01,54.2857
2013-08-01,77.1429
2013-09-01,82.8571
2013-10-01,88.5714
2013-11-01,86.1111
2013-12-01,88.8889
2014-01-01,88.8889
2014-02-01,91.6667
2014-03-01,88.8889
2014-04-01,77.7778
2014-05-01,75.0
2014-06-01,77.7778
2014-07-01,72.2222
2014-08-01,75.0
2014-09-01,75.0
2014-10-01,72.973
2014-11-01,70.2703
2014-12-01,75.6757
2015-01-01,64.8649
2015-02-01,67.5676
2015-03-01,62.1622
2015-04-01,57.8947
2015-05-01,68.4211
2015-06-01,73.6842
2015-07-01,65.7895
2015-08-01,66.6667
2015-09-01,66.6667
2015-10-01,58.9744
2015-11-01,61.5385
2015-12-01,64.1026
2016-01-01,67.5
2016-02-01,65.0
2016-03-01,67.5
2016-04-01,72.5
2016-05-01,72.5
2016-06-01,75.6098
2016-07-01,61.9048
2016-08-01,65.1163
2016-09-01,74.4186
2016-10-01,69.7674
2016-11-01,69.7674
2016-12-01,72.093
2017-01-01,74.4186
2017-02-01,74.4186
2017-03-01,76.7442
2017-04-01,81.8182
2017-05-01,79.5455
2017-06-01,81.8182
2017-07-01,73.3333
2017-08-01,80.0
2017-09-01,86.6667
2017-10-01,80.0
2017-11-01,88.8889
2017-12-01,80.0
2018-01-01,88.8889
2018-02-01,86.6667
2018-03-01,86.6667
2018-04-01,84.4444
2018-05-01,82.2222
2018-06-01,80.0
2018-07-01,86.6667
2018-08-01,82.2222
2018-09-01,82.2222
2018-10-01,77.7778
2018-11-01,71.1111
2018-12-01,68.8889
2019-01-01,62.2222
2019-02-01,57.7778
2019-03-01,60.8696
2019-04-01,69.5652
2019-05-01,52.1739
2019-06-01,39.1304
2019-07-01,39.1304
2019-08-01,39.1304
2019-09-01,41.3043
2019-10-01,45.6522
2019-11-01,41.3043
2019-12-01,47.8261
2020-01-01,47.8261
2020-02-01,51.0638
2020-03-01,8.5106
2020-04-01,2.1277
2020-05-01,2.1277
2020-06-01,27.6596
2020-07-01,59.5745
2020-08-01,63.8298
2020-09-01,76.5957
2020-10-01,76.5957
2020-11-01,76.5957
2020-12-01,78.7234
2021-01-01,74.4681
2021-02-01,76.5957
2021-03-01,82.9787
2021-04-01,87.234
2021-05-01,80.8511
2021-06-01,78.7234
2021-07-01,76.5957
2021-08-01,74.4681
2021-09-01,87.234
2021-10-01,91.4894
2021-11-01,91.4894
2021-12-01,89.3617
2022-01-01,85.1064
2022-02-01,87.234
2022-03-01,78.7234
2022-04-01,82.9787
2022-05-01,80.8511
2022-06-01,82.9787
2022-07-01,55.3191
2022-08-01,61.7021
2022-09-01,44.6809
2022-10-01,42.5532
2022-11-01,29.7872
2022-12-01,31.9149
2023-01-01,44.6809
2023-02-01,53.1915
2023-03-01,44.6809
2023-04-01,38.2979
2023-05-01,40.4255
2023-06-01,36.1702
2023-07-01,29.7872
2023-08-01,29.7872
2023-09-01,23.4043
2023-10-01,29.7872
2023-11-01,38.2979
2023-12-01,34.0426
2024-01-01,38.2979
2024-02-01,48.9362
2024-03-01,53.1915
2024-04-01,51.0638
2024-05-01,57.4468
2024-06-01,48.9362
2024-07-01,44.6809
2024-08-01,46.8085
2024-09-01,34.0426
2024-10-01,48.9362
2024-11-01,48.9362
2024-12-01,44.6809
2025-01-01,55.3191
2025-02-01,63.8298
2025-03-01,48.9362
2025-04-01,40.4255
2025-05-01,36.1702
2025-06-01,44.6809
2025-07-01,44.6809
2025-08-01,57.4468
2025-09-01,55.3191
2025-10-01,57.4468
2025-11-01,65.9574
2025-12-01,74.4681
2026-01-01,65.9574
2026-02-01,74.4681
2026-03-01,100.0
